order_number,Rec_0,Rec_1,Rec_2,Rec_3,Rec_4,Rec_5,Rec_6,Rec_7,Rec_8,Rec_9,Rec_10,Rec_11,Rec_12,Rec_13,Rec_14
71575,"['Machining', 23.0]","['Fasteners', 6.0996]","['Adhesives, Sealants and Tape', 6.0766]","['Power Tools', 6.0743]","['Abrasives', 5.865]","['Pneumatics', 5.7454]","['Electrical', 5.4809]","['Hand Tools', 5.4418]","['Lubrication', 5.2854]","['Cleaning', 5.1428]","['Plumbing', 4.968]","['Safety', 4.485]","['Electronics, Appliances, and Batteries', 4.1147]","['Material Handling', 3.9261]","['Paint, Equipment and Supplies', 3.5443]"
71592,"['Cleaning', 34.859]","['Safety', 22.9137]","['Adhesives, Sealants and Tape', 19.625500000000002]","['Hand Tools', 18.735799999999998]","['Material Handling', 17.6723]","['Electrical', 17.6199]","['Power Tools', 16.1612]","['Lubrication', 14.733800000000002]","['Paint, Equipment and Supplies', 14.4049]","['Plumbing', 14.190900000000003]","['Electronics, Appliances, and Batteries', 13.7286]","['Abrasives', 13.5276]","['Fasteners', 13.423500000000004]","['Machining', 12.946499999999999]","['Lighting', 12.715800000000002]"
71608,"['Material Handling', 19.463800000000003]","['Cleaning', 16.7636]","['Safety', 16.350099999999998]","['Electrical', 14.341999999999999]","['Hand Tools', 13.451099999999999]","['HVAC and Refrigeration', 13.202900000000001]","['Adhesives, Sealants and Tape', 11.9599]","['Plumbing', 10.610199999999999]","['Power Tools', 10.1373]","['Lighting', 9.1881]","['Pneumatics', 9.1452]","['Paint, Equipment and Supplies', 8.854099999999997]","['Electronics, Appliances, and Batteries', 8.707799999999999]","['Abrasives', 8.5289]","['Machining', 8.388399999999999]"
71646,"['Welding', 56.0]","['Abrasives', 8.5344]","['Power Tools', 8.3888]","['Adhesives, Sealants and Tape', 8.164800000000001]","['Material Handling', 7.9016]","['Hand Tools', 7.8736]","['Cleaning', 7.6384]","['Lubrication', 7.6216]","['Fleet and Vehicle Maintenance', 7.543199999999999]","['Paint, Equipment and Supplies', 7.532]","['Machining', 6.8936]","['Pneumatics', 6.859999999999999]","['Lighting', 6.832]","['Safety', 6.6248000000000005]","['Electronics, Appliances, and Batteries', 6.3616]"
71659,"['Safety', 32.0]","['Hand Tools', 12.2816]","['Cleaning', 12.1376]","['Adhesives, Sealants and Tape', 11.0368]","['Electrical', 8.4576]","['Electronics, Appliances, and Batteries', 8.4448]","['Material Handling', 7.4784]","['Power Tools', 7.3312]","['Abrasives', 6.9952]","['Lighting', 6.7456]","['Machining', 6.24]","['Lubrication', 5.9808]","['Plumbing', 5.904]","['Paint, Equipment and Supplies', 5.5872]","['Fasteners', 5.5808]"
71867,"['Adhesives, Sealants and Tape', 6.8340000000000005]","['Machining', 6.5461]","['Abrasives', 5.850199999999999]","['Hand Tools', 4.6366]","['Cleaning', 4.5832999999999995]","['Power Tools', 4.2633]","['Safety', 3.8076]","['Electrical', 3.5572000000000004]","['Lubrication', 3.3140000000000005]","['Electronics, Appliances, and Batteries', 3.1606]","['Pneumatics', 3.1255]","['Fasteners', 3.1247999999999996]","['Plumbing', 2.9739999999999998]","['Material Handling', 2.8305]","['Paint, Equipment and Supplies', 2.6513999999999998]"
72079,"['Safety', 17.9197]","['Hand Tools', 7.490399999999999]","['Cleaning', 7.4564]","['Adhesives, Sealants and Tape', 6.9978]","['Abrasives', 6.9243]","['Electronics, Appliances, and Batteries', 6.1106]","['Electrical', 5.2721]","['Power Tools', 4.6939]","['Material Handling', 4.638599999999999]","['Machining', 4.2589]","['Lighting', 4.1684]","['Lubrication', 4.0596000000000005]","['Plumbing', 3.8196]","['Paint, Equipment and Supplies', 3.7009]","['Fasteners', 3.6666999999999996]"
72331,"['Cleaning', 30.781999999999993]","['Material Handling', 21.929500000000004]","['Adhesives, Sealants and Tape', 20.714800000000004]","['Plumbing', 20.668799999999994]","['HVAC and Refrigeration', 18.912900000000004]","['Electrical', 18.648099999999996]","['Safety', 17.380699999999997]","['Hand Tools', 17.124499999999998]","['Paint, Equipment and Supplies', 15.915799999999997]","['Power Tools', 15.2143]","['Lubrication', 14.468700000000002]","['Abrasives', 14.304899999999998]","['Fasteners', 13.8566]","['Lighting', 13.7178]","['Pneumatics', 13.6018]"
72829,"['Electronics, Appliances, and Batteries', 3.9339999999999997]","['Hand Tools', 3.2042]","['Lighting', 3.1124]","['Safety', 1.9808999999999999]","['Adhesives, Sealants and Tape', 1.9612]","['Cleaning', 1.8571000000000002]","['Electrical', 1.5542]","['Power Tools', 1.515]","['Material Handling', 1.3637]","['Abrasives', 1.3467]","['Machining', 1.2615]","['Lubrication', 1.2305000000000001]","['Paint, Equipment and Supplies', 1.2104]","['Plumbing', 1.1265]","['Pneumatics', 1.0792000000000002]"
72946,"['Fasteners', 2.0]","['Electrical', 0.6454]","['Plumbing', 0.6264]","['Pneumatics', 0.5392]","['Machining', 0.5304]","['Adhesives, Sealants and Tape', 0.4626]","['Lubrication', 0.4048]","['Power Tools', 0.4002]","['Cleaning', 0.3932]","['Hand Tools', 0.3736]","['Abrasives', 0.3702]","['Safety', 0.3488]","['Electronics, Appliances, and Batteries', 0.2932]","['Material Handling', 0.282]","['Fleet and Vehicle Maintenance', 0.2508]"
73043,"['Safety', 16.8546]","['Hand Tools', 10.123299999999997]","['Electronics, Appliances, and Batteries', 9.0456]","['Cleaning', 8.1352]","['Adhesives, Sealants and Tape', 7.7509]","['Abrasives', 6.0478]","['Electrical', 5.893]","['Power Tools', 5.5161]","['Material Handling', 5.357499999999999]","['Paint, Equipment and Supplies', 5.1653]","['Lighting', 5.100999999999999]","['Machining', 4.801]","['Lubrication', 4.634499999999999]","['Plumbing', 4.2532000000000005]","['Pneumatics', 4.0792]"
73361,"['Cleaning', 10.8182]","['Material Handling', 9.0734]","['HVAC and Refrigeration', 8.413499999999999]","['Safety', 7.310599999999999]","['Hand Tools', 6.6983]","['Adhesives, Sealants and Tape', 5.8223]","['Power Tools', 5.6882]","['Electrical', 5.0309]","['Lighting', 4.4992]","['Electronics, Appliances, and Batteries', 4.355300000000001]","['Abrasives', 4.2756]","['Paint, Equipment and Supplies', 4.1481]","['Lubrication', 4.1450000000000005]","['Plumbing', 4.0714]","['Welding', 4.0181]"
73554,"['Fasteners', 12.487400000000001]","['Plumbing', 9.9571]","['Electrical', 8.902500000000002]","['Lighting', 6.916400000000001]","['Pneumatics', 6.396700000000001]","['Adhesives, Sealants and Tape', 5.6404]","['Machining', 5.0941]","['Cleaning', 4.8674]","['Hand Tools', 4.6855]","['Power Tools', 4.6480999999999995]","['Safety', 4.487699999999999]","['Lubrication', 4.3315]","['Abrasives', 4.0207]","['Electronics, Appliances, and Batteries', 3.8789000000000007]","['Material Handling', 3.8447000000000005]"
73635,"['Safety', 62.913399999999996]","['Cleaning', 43.1972]","['Hand Tools', 42.442]","['Material Handling', 41.7025]","['Abrasives', 36.1062]","['Adhesives, Sealants and Tape', 34.6703]","['Electrical', 31.0512]","['Power Tools', 26.900900000000004]","['Electronics, Appliances, and Batteries', 26.0222]","['Plumbing', 25.413600000000002]","['Lighting', 23.9307]","['Machining', 23.902099999999997]","['Power Transmission', 22.7596]","['Lubrication', 22.6455]","['Pneumatics', 21.9505]"
73637,"['Safety', 31.0]","['Hand Tools', 11.897799999999998]","['Cleaning', 11.7583]","['Adhesives, Sealants and Tape', 10.6919]","['Electrical', 8.193299999999999]","['Electronics, Appliances, and Batteries', 8.180900000000001]","['Material Handling', 7.2447]","['Power Tools', 7.1021]","['Abrasives', 6.776599999999999]","['Lighting', 6.5348]","['Machining', 6.045]","['Lubrication', 5.793900000000001]","['Plumbing', 5.7195]","['Paint, Equipment and Supplies', 5.4126]","['Fasteners', 5.4064]"
73678,"['Safety', 22.3827]","['Adhesives, Sealants and Tape', 10.6899]","['Electronics, Appliances, and Batteries', 10.579300000000002]","['Hand Tools', 10.0523]","['Cleaning', 10.0251]","['Office Supplies', 8.069]","['Electrical', 7.2135]","['Material Handling', 6.4063]","['Power Tools', 6.294300000000001]","['Abrasives', 6.282799999999999]","['Lighting', 6.2155]","['Machining', 5.5267]","['Lubrication', 5.516900000000001]","['Paint, Equipment and Supplies', 5.1977]","['Plumbing', 5.1907]"
73748,"['Safety', 19.342699999999997]","['Cleaning', 18.3435]","['Electrical', 16.019000000000002]","['Hand Tools', 15.323999999999998]","['Adhesives, Sealants and Tape', 15.2294]","['Fasteners', 15.142800000000003]","['Plumbing', 14.0613]","['Power Tools', 13.4865]","['Paint, Equipment and Supplies', 13.051]","['Material Handling', 13.009]","['Abrasives', 12.268600000000001]","['Electronics, Appliances, and Batteries', 12.112599999999999]","['Pneumatics', 11.451300000000002]","['Lubrication', 11.206400000000002]","['Machining', 11.161900000000001]"
73766,"['Cleaning', 11.596699999999998]","['Adhesives, Sealants and Tape', 8.0904]","['Safety', 7.649300000000001]","['Material Handling', 7.080499999999999]","['Hand Tools', 6.8072]","['Pneumatics', 6.3572999999999995]","['Electrical', 5.2809]","['Power Tools', 4.6899]","['Electronics, Appliances, and Batteries', 4.6523]","['Abrasives', 4.651599999999999]","['Machining', 4.469499999999999]","['Lubrication', 4.426]","['Plumbing', 4.3632]","['Fasteners', 4.0341]","['Paint, Equipment and Supplies', 3.9224]"
73980,"['Safety', 16.2697]","['Hand Tools', 8.897599999999999]","['Cleaning', 6.8405000000000005]","['Adhesives, Sealants and Tape', 6.3135]","['Electrical', 4.8759999999999994]","['Electronics, Appliances, and Batteries', 4.8185]","['Power Tools', 4.5145]","['Material Handling', 4.4152]","['Abrasives', 4.1484]","['Lighting', 3.9707]","['Machining', 3.7579000000000002]","['Lubrication', 3.5369]","['Plumbing', 3.3854]","['Paint, Equipment and Supplies', 3.3235]","['Fasteners', 3.2666]"
74073,"['Furniture, Hospitality and Food Service', 3.0]","['Cleaning', 0.44399999999999995]","['Material Handling', 0.4371]","['Office Supplies', 0.3801]","['Outdoor Equipment', 0.3252]","['Safety', 0.30779999999999996]","['Electronics, Appliances, and Batteries', 0.2964]","['Paint, Equipment and Supplies', 0.2814]","['Hardware', 0.2763]","['Adhesives, Sealants and Tape', 0.2568]","['Hand Tools', 0.25079999999999997]","['HVAC and Refrigeration', 0.2484]","['Fleet and Vehicle Maintenance', 0.246]","['Security', 0.2454]","['Pumps', 0.2367]"
74319,"['Safety', 24.0637]","['Cleaning', 20.5723]","['Hand Tools', 12.5698]","['Adhesives, Sealants and Tape', 12.2708]","['Abrasives', 11.5885]","['Electronics, Appliances, and Batteries', 10.11]","['Lubrication', 9.4057]","['Electrical', 9.3268]","['Material Handling', 8.713899999999999]","['Power Tools', 8.328199999999999]","['Machining', 7.851699999999999]","['Plumbing', 7.1271]","['Lighting', 7.126799999999999]","['Paint, Equipment and Supplies', 7.094799999999999]","['Pneumatics', 6.9096]"
74507,"['Safety', 12.413]","['Hand Tools', 11.1663]","['Cleaning', 10.8828]","['Adhesives, Sealants and Tape', 10.5894]","['Material Handling', 9.5263]","['Plumbing', 9.1114]","['Electrical', 8.449300000000001]","['Pneumatics', 7.537999999999999]","['Power Tools', 6.7884]","['Electronics, Appliances, and Batteries', 6.3845]","['Abrasives', 6.299299999999999]","['Machining', 6.2323]","['Paint, Equipment and Supplies', 6.13]","['Fasteners', 6.0849]","['Lubrication', 5.9618]"
74556,"['Adhesives, Sealants and Tape', 5.3713999999999995]","['Electronics, Appliances, and Batteries', 4.5077]","['Abrasives', 2.9631999999999996]","['Cleaning', 2.616]","['Pneumatics', 2.5753000000000004]","['Safety', 2.5549999999999997]","['Hand Tools', 2.5014]","['Electrical', 2.2906]","['Machining', 2.0982999999999996]","['Lubrication', 2.0844]","['Plumbing', 1.9562]","['Power Tools', 1.9077000000000002]","['Fasteners', 1.8197]","['Lighting', 1.7734]","['Paint, Equipment and Supplies', 1.7599]"
74561,"['Cleaning', 66.99560000000001]","['Safety', 64.2578]","['Plumbing', 51.0785]","['Material Handling', 50.85090000000001]","['Hand Tools', 48.312099999999994]","['Electrical', 47.875499999999995]","['Adhesives, Sealants and Tape', 45.532500000000006]","['Fasteners', 38.341100000000004]","['Electronics, Appliances, and Batteries', 36.551399999999994]","['HVAC and Refrigeration', 36.0892]","['Power Tools', 35.18629999999999]","['Pneumatics', 34.0898]","['Lighting', 33.86950000000001]","['Abrasives', 32.939899999999994]","['Machining', 32.0088]"
74586,"['Safety', 23.8422]","['Hand Tools', 19.096600000000002]","['Cleaning', 18.459600000000002]","['Adhesives, Sealants and Tape', 17.761699999999998]","['Machining', 14.876199999999999]","['Paint, Equipment and Supplies', 13.9915]","['Electrical', 13.913699999999999]","['Lighting', 12.8658]","['Electronics, Appliances, and Batteries', 12.424299999999999]","['Power Tools', 11.8112]","['Abrasives', 11.0116]","['Material Handling', 10.9133]","['Fasteners', 10.285]","['Lubrication', 10.2289]","['Plumbing', 9.8605]"
74662,"['Safety', 17.5516]","['Cleaning', 16.9309]","['Hand Tools', 9.047799999999999]","['Adhesives, Sealants and Tape', 8.5913]","['Electrical', 6.6279]","['Electronics, Appliances, and Batteries', 6.5807]","['Material Handling', 6.4017]","['Abrasives', 5.824999999999999]","['Power Tools', 5.806699999999999]","['Lubrication', 5.3576999999999995]","['Machining', 5.2181999999999995]","['Lighting', 5.0996]","['Plumbing', 4.962899999999999]","['Paint, Equipment and Supplies', 4.929]","['Pneumatics', 4.6747]"
74842,"['Material Handling', 9.169199999999998]","['Hand Tools', 8.4166]","['Cleaning', 7.3105]","['Safety', 7.074299999999999]","['Electrical', 6.3777]","['Adhesives, Sealants and Tape', 6.2969]","['Pneumatics', 5.3485]","['Power Tools', 4.8699]","['Paint, Equipment and Supplies', 4.4101]","['Machining', 4.2023]","['Abrasives', 4.1894]","['Electronics, Appliances, and Batteries', 4.127]","['Plumbing', 4.035299999999999]","['Lighting', 3.9496]","['Fasteners', 3.8741000000000003]"
74847,"['Safety', 18.9831]","['Electrical', 18.949900000000003]","['Adhesives, Sealants and Tape', 14.216599999999998]","['Plumbing', 13.244600000000002]","['Hand Tools', 13.0966]","['Cleaning', 12.595400000000001]","['Lighting', 12.519]","['Electronics, Appliances, and Batteries', 11.049600000000002]","['Material Handling', 10.978100000000001]","['Pneumatics', 10.796600000000002]","['Power Tools', 10.7487]","['Fasteners', 9.8926]","['Abrasives', 9.588099999999997]","['Machining', 9.1175]","['Lubrication', 8.579300000000002]"
74863,"['Hand Tools', 5.2518]","['Office Supplies', 2.6295]","['Safety', 2.1426]","['Cleaning', 1.9378]","['Adhesives, Sealants and Tape', 1.8853999999999997]","['Power Tools', 1.7380000000000002]","['Electrical', 1.5144]","['Material Handling', 1.511]","['Electronics, Appliances, and Batteries', 1.4994]","['Lighting', 1.3797]","['Abrasives', 1.3769999999999998]","['Machining', 1.3156]","['Lubrication', 1.1665]","['Paint, Equipment and Supplies', 1.1345999999999998]","['Pneumatics', 1.0764]"
74864,"['Safety', 17.5352]","['Hand Tools', 10.140799999999999]","['Cleaning', 7.421600000000001]","['Adhesives, Sealants and Tape', 6.843999999999999]","['Electrical', 5.2951999999999995]","['Electronics, Appliances, and Batteries', 5.2176]","['Power Tools', 4.9032]","['Material Handling', 4.763999999999999]","['Abrasives', 4.4536]","['Lighting', 4.288399999999999]","['Machining', 4.0664]","['Lubrication', 3.7868000000000004]","['Plumbing', 3.658]","['Paint, Equipment and Supplies', 3.5536000000000003]","['Fasteners', 3.5376]"
74891,"['Electronics, Appliances, and Batteries', 5.0]","['Adhesives, Sealants and Tape', 1.4349999999999998]","['Safety', 1.3195000000000001]","['Cleaning', 1.3125]","['Hand Tools', 1.244]","['Lighting', 1.091]","['Abrasives', 1.0405]","['Electrical', 0.9760000000000001]","['Lubrication', 0.9435]","['Machining', 0.8945000000000001]","['Paint, Equipment and Supplies', 0.893]","['Power Tools', 0.8069999999999999]","['Plumbing', 0.7725]","['Material Handling', 0.7665]","['Pneumatics', 0.758]"
74967,"['Safety', 24.8208]","['Hand Tools', 15.6019]","['Cleaning', 11.563300000000002]","['Adhesives, Sealants and Tape', 10.9489]","['Electronics, Appliances, and Batteries', 10.757900000000001]","['Abrasives', 8.829500000000001]","['Electrical', 8.414000000000001]","['Power Tools', 7.8601]","['Lighting', 7.8005]","['Material Handling', 7.5548]","['Machining', 6.738299999999999]","['Lubrication', 6.3397]","['Plumbing', 5.9501]","['Paint, Equipment and Supplies', 5.938300000000001]","['Fasteners', 5.7571]"
74969,"['Safety', 11.972499999999998]","['Hand Tools', 11.427899999999998]","['Cleaning', 10.1996]","['Electrical', 9.2286]","['Adhesives, Sealants and Tape', 8.206299999999999]","['Plumbing', 7.2193]","['Lighting', 7.076800000000001]","['Material Handling', 6.962900000000001]","['Power Tools', 6.5762]","['Abrasives', 6.5733]","['Machining', 6.5165]","['Pneumatics', 6.315899999999999]","['Electronics, Appliances, and Batteries', 6.1535]","['Fleet and Vehicle Maintenance', 5.8931]","['Fasteners', 5.6728]"
75037,"['Safety', 18.1153]","['Cleaning', 14.3484]","['Material Handling', 12.289299999999999]","['Hand Tools', 10.0779]","['Adhesives, Sealants and Tape', 9.616499999999998]","['HVAC and Refrigeration', 9.3467]","['Electrical', 8.852400000000001]","['Power Tools', 7.395899999999999]","['Plumbing', 7.2112]","['Electronics, Appliances, and Batteries', 7.163300000000001]","['Lighting', 6.727499999999999]","['Abrasives', 6.6766]","['Pneumatics', 6.6697]","['Machining', 6.242500000000001]","['Lubrication', 6.2360999999999995]"
75101,"['Pneumatics', 2.1558]","['Material Handling', 1.3115999999999999]","['Plumbing', 0.7442]","['Electrical', 0.7423]","['Cleaning', 0.7017]","['Fasteners', 0.6802]","['Adhesives, Sealants and Tape', 0.6715]","['Machining', 0.6703]","['Hand Tools', 0.637]","['Power Tools', 0.6098]","['Abrasives', 0.5886]","['Lubrication', 0.5758]","['Safety', 0.5639]","['Fleet and Vehicle Maintenance', 0.4674]","['Electronics, Appliances, and Batteries', 0.4565]"
